source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val,r_est,r_lo,r_hi,r_len
598697103665731712,132.8656799289011,0.6892680715006778,11.387269013798116,0.5928165850278028,0.9380996396297675,0.963364778793438,-11.011192401381898,-2.350144294171955,20.002903,2.0498009,0.74316216,1.3066387,,,NOT_AVAILABLE,216.15645645554622,31.75885535466828,,,892.407319265572,525.537522807406,1593.45301843597,408.369210625128
598697241104685440,132.89103674481737,1.3155554547957342,11.410868533682537,0.8342646499795868,-2.9343154840138954,1.3930038019158137,2.68202486996085,-11.14082723202939,20.687529,1.3495197,0.2436924,1.1058273,,,NOT_AVAILABLE,216.1436398522631,31.79135264838638,,,1373.08096644799,853.043490847416,2168.23279021409,408.198646958465
598696077168308992,132.94652872339944,0.10303513932241823,11.353876716567678,0.07066032030343361,1.2338911129187817,0.1283616974584549,-10.91142895498577,-3.1238795880104853,17.438314,2.049427,1.0252781,1.024149,,,NOT_AVAILABLE,216.23146480907175,31.81658298796365,,,792.31638598259,716.955743813712,884.728064419926,408.180884034132
598697107960959488,132.86924276065756,20.181728012883116,11.388965281105513,4.330389740887697,,,,,21.254654,,,,,,NOT_AVAILABLE,216.1563831357164,31.76273766076881,,,,,,
598696455125371904,132.82095838949817,7.9484123288742055,11.33053962321672,5.587463462990599,,,,,21.1678,,,,,,NOT_AVAILABLE,216.1951194769295,31.695143416329728,,,,,,
598697211039659008,132.8773559343548,0.11227562262873583,11.402507995663127,0.08426063037650995,2.5666766784761483,0.14070014016936078,12.567286936910161,-4.509874868923238,17.658459,2.2815685,1.1973724,1.0841961,,,NOT_AVAILABLE,216.14589453978147,31.775666055983788,,,386.455909201657,366.051835983928,409.219928368771,408.276401630713
598697107960444032,132.87669994397245,0.1337182876422666,11.384136814098614,0.09552960649585264,0.6034830415549174,0.16944296176387694,-3.2161458040104334,2.4003189551566226,18.0154,1.2759514,0.5569496,0.71900177,,,NOT_AVAILABLE,216.16516259119308,31.76732444922863,,,1438.16975833066,1156.71976907341,1860.29032985257,408.338941712713
598697107960444160,132.86973495807615,0.3671942690120757,11.382907244966779,0.26815790639807036,0.4805772493938155,0.46355825825350355,-1.9293902238414287,-0.6085492734552128,19.491568,0.6908512,0.24876213,0.44208908,,,NOT_AVAILABLE,216.1630810881101,31.76061616856442,,,1253.56567521958,857.916016576807,1921.11237039376,408.368573122129
598696695643584000,132.84603892492146,0.2573402790815306,11.369141351048372,0.17075569948755423,1.0770965426478951,0.3455891121075394,-4.924742942993294,-0.5969126721135674,16.780655,1.0528145,0.42612267,0.6266918,,,NOT_AVAILABLE,216.16621265852208,31.733744917882472,5056.16,0.1233,889.031932259786,667.25403610638,1277.86113589175,408.500598426381
598697142320182144,132.88956780802863,0.28251306278618643,11.395202320518305,0.21603598332177518,0.7215077044360497,0.37012232772599507,0.8167110444489635,-2.5994593224940443,19.132282,2.1672573,0.9859905,1.1812668,,,NOT_AVAILABLE,216.15963148884543,31.783432217358342,,,1142.33497642799,816.815666138772,1708.70608223029,408.25536808012
598697034950478720,132.87527988557028,0.45285132870040956,11.37763425519676,0.3554975214908007,1.5316043338021859,0.604746977463312,6.595056034591255,-10.462719487588693,19.726406,2.412941,1.1448593,1.2680817,,,NOT_AVAILABLE,216.17140311752658,31.76331569020095,,,677.458043531186,458.784798582711,1149.60363698712,408.365439943638
598697073600705920,132.8633931875265,0.047267910412009076,11.378411118338263,0.0332164309464153,1.938176549904919,0.05752907282988389,13.820831459034693,-16.828043344613874,15.903109,1.5210934,0.68499184,0.83610153,,,NOT_AVAILABLE,216.16478517183984,31.753081733493254,4366.5,0.2897,508.67122786031,494.099135707147,524.111877782405,408.406584168702
598696489485191040,132.83564725882763,0.25666864212227875,11.344264962950211,0.18711453597502095,0.9063819005930469,0.3197431047379604,-2.031205964143473,-7.975722068390867,18.777744,2.1667023,1.0653057,1.1013966,,,NOT_AVAILABLE,216.18765639974055,31.713997994149327,,,1014.70063112501,759.264253218818,1454.31206307229,408.619933962211
598695729277432448,132.93507894816696,1.884340053396617,11.333251987867753,1.425922568894537,,,,,20.900852,1.7391071,0.45254707,1.28656,,,NOT_AVAILABLE,216.24787229538012,31.797688993322563,,,,,,
598696077168307968,132.9444861605274,0.08692630410924945,11.36581836144514,0.060228046598685275,0.29672112875758727,0.10519052946419709,-0.7131207316974923,-3.710886161898456,17.114708,0.9498806,0.38474846,0.56513214,,,NOT_AVAILABLE,216.21773230584486,31.81981577377818,,,2357.34226269466,1933.66830296353,2947.96638383492,408.149250070408
598695871009878272,132.9568274263991,0.04229848309326296,11.340362622603141,0.03338728987775803,0.6052320677331804,0.049565615823146426,-3.6332368287448045,1.7235661315547104,15.571539,0.8237839,0.330266,0.49351788,,,NOT_AVAILABLE,216.25090170731517,31.820019514073586,5848.0,0.2205,1559.55650547446,1446.657534924,1690.78251090892,408.187216224272
598696145887786368,132.9298568195178,0.0917349605091024,11.369892918130924,0.06265600497711826,1.0085780433285925,0.11232025685343686,19.526769706544286,-50.413715208706584,17.292,1.4817905,0.6787815,0.80300903,,,NOT_AVAILABLE,216.20625371378392,31.808539125466112,,,959.845744178086,864.058682600529,1078.45078126435,408.189851756145
